name,invisible,priority,description,day,start_time,end_time,hours,slots,location
Video: E6 (Task Interruption & Resumption),0,0,Report to the room 15min before the session starts to test the system and start the recording on time.,6,14:15,15:45,1:30,1,
Video: 307 (UX Methods 4),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. At the end of the session you need to pack up the station and return it to the conference office.,6,16:15,18:00,1:45,1,
Video: 401 (Using Random Body Parts for Input),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. Do not record the 3rd talk. At the end of the session you need to pack up the station and return it to the conference office.,6,16:15,18:00,1:45,1,
Video: 402 (Brain & Physiological Data use for HCI),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. At the end of the session you need to pack up the station and return it to the conference office.,6,16:15,18:00,1:45,1,
Video: E6 (Natural User Interfaces for InfoVis),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. At the end of the session you need to pack up the station and return it to the conference office.,6,16:15,18:00,1:45,1,
Captioning (Native English Speaker),0,0,E3 - Assist translation team,6,09:15,10:45,1:30,2,
SIG: Games,0,0,318A,6,14:15,15:45,1:30,1,
Town Hall Monitors,0,0,"",6,12:45,14:30,1:45,1,
Day Captain,0,0,"",6,07:00,12:30,5:30,2,
Day Captain,0,0,"",6,12:00,18:00,6:00,2,
Registration,0,0,Hall D1 Foyer - Registration,6,07:45,09:30,1:45,4,
Registration,0,0,Hall D1 Foyer - Registration,6,09:30,12:00,2:30,4,
Registration,0,0,Hall D1 Foyer - Registration,6,12:00,14:30,2:30,4,
Registration,0,0,Hall D1 Foyer - Registration,6,14:30,17:30,3:00,4,
Speaker Prep Room,0,0,306 - Assist presenters with set-up of presentation; security in the room. (equipment should not be left unattended.  The door should be locked if no one is in the room.),6,08:00,11:00,3:00,1,
Speaker Prep Room,0,0,306 - Assist presenters with set-up of presentation; security in the room. (equipment should not be left unattended.  The door should be locked if no one is in the room.),6,11:00,13:00,2:00,1,
Speaker Prep Room,0,0,306 - Assist presenters with set-up of presentation; security in the room. (equipment should not be left unattended.  The door should be locked if no one is in the room.),6,13:00,15:00,2:00,1,
Speaker Prep Room,0,0,306 - Assist presenters with set-up of presentation; security in the room. (equipment should not be left unattended.  The door should be locked if no one is in the room.),6,15:00,17:00,2:00,1,
Information Booth,0,0,"Hall C2/C3 - Assist participants with directions and questions, collect job board resumes",6,10:30,12:00,1:30,1,
Information Booth,0,0,"Hall C2/C3 - Assist participants with directions and questions, collect job board resumes",6,12:00,14:00,2:00,1,
Information Booth,0,0,"Hall C2/C3 - Assist participants with directions and questions, collect job board resumes",6,14:00,16:00,2:00,1,
Information Booth,0,0,"Hall C2/C3 - Assist participants with directions and questions, collect job board resumes",6,16:00,17:30,1:30,1,
Plenary Team Captain,0,0,Hall D1,6,08:00,10:00,2:00,1,
Plenary Team,0,0,Hall D1,6,08:00,09:30,1:30,4,
Door Monitor (Commons & Exhibits),0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,6,10:00,12:00,2:00,3,
Door Monitor (Commons & Exhibits),0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,6,12:00,14:00,2:00,3,
Door Monitor (Commons & Exhibits),0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,6,14:00,16:00,2:00,3,
Door Monitor (Commons & Exhibits),0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,6,16:00,17:30,1:30,3,
Traffic Cop,0,0,Hall C2/C3 - Assist interactivity presenters with setting up their demos. Report to Julie Williamson.,6,08:00,09:30,1:30,4,
Traffic Cop,0,0,Hall C2/C3 - Assist interactivity presenters with setting up their demos. Report to Julie Williamson.,6,11:15,12:45,1:30,4,
Traffic Cop,0,0,Hall C2/C3 - Assist interactivity presenters with setting up their demos. Report to Julie Williamson.,6,14:15,15:45,1:30,4,
Traffic Cop,0,0,Hall C2/C3 - Assist interactivity presenters with setting up their demos. Report to Julie Williamson.,6,16:15,17:45,1:30,4,
Quick Response,0,0,301,6,07:30,10:00,2:30,6,
Quick Response,0,0,301,6,10:00,12:00,2:00,6,
Quick Response,0,0,301,6,12:00,14:00,2:00,4,
Quick Response,0,0,301,6,14:00,16:00,2:00,4,
Quick Response,0,0,301,6,16:00,18:00,2:00,2,
Quick Response,0,0,301,6,18:00,20:00,2:00,2,
Floor Monitor,0,0,"",6,08:45,11:00,2:15,4,
Floor Monitor,0,0,"",6,10:30,13:00,2:30,4,
Floor Monitor,0,0,"",6,13:00,15:30,2:30,4,
Floor Monitor,0,0,"",6,15:30,18:00,2:30,4,
Captioning (Native English Speaker),0,0,E3 - Assist translation team,6,08:15,10:00,1:45,1,
Captioning (Native English Speaker),0,0,E3 - Assist translation team,6,11:15,12:45,1:30,2,
Captioning (Native English Speaker),0,0,E3 - Assist translation team,6,14:15,15:45,1:30,2,
Captioning (Native English Speaker),0,0,E3 - Assist translation team,6,16:15,17:45,1:30,2,
Poster Numbering,0,0,"Hall C2/C3 - Placing numbers on poster boards for WIPs session. Assist poster presenters with setting up posters; directions, report to conference office.",6,08:00,09:00,1:00,2,
Conference Office (KR Needed),0,0,304AB - Help set up conference office - probably runnning offsite errands (wear comfy shoes).  Needs to be fluent in English and Korean.,6,07:30,10:00,2:30,1,
Conference Office (KR Needed),0,0,304AB - Help set up conference office - probably runnning offsite errands (wear comfy shoes).  Needs to be fluent in English and Korean.,6,10:00,12:00,2:00,1,
Conference Office (KR Needed),0,0,304AB - Help set up conference office - probably runnning offsite errands (wear comfy shoes).  Needs to be fluent in English and Korean.,6,12:00,14:00,2:00,1,
Conference Office (KR Needed),0,0,304AB - Help set up conference office - probably runnning offsite errands (wear comfy shoes).  Needs to be fluent in English and Korean.,6,14:00,16:00,2:00,1,
Papers: HMDs in Augmented & Virtual Reality,0,0,401,6,09:15,10:45,1:30,2,
Papers: Tangible Interaction with Phones,0,0,402,6,09:15,10:45,1:30,2,
Papers: UI Impact on Performance & Decisions,0,0,403,6,09:15,10:45,1:30,2,
Papers: Player Performance & Experience in Games ,0,0,E1/E2,6,09:15,10:45,1:30,2,
Papers: Neighborhoods & Disadvantaged Communities,0,0,E3,6,09:15,10:45,1:30,2,
Papers: Enhanced Security with Passwords & CAPTCHAs,0,0,E4,6,09:15,10:45,1:30,2,
Papers: Accessibility at Home & on The Go,0,0,E5,6,09:15,10:45,1:30,2,
"Papers: Telepresence Video, Robots, and Walls",0,0,E6,6,09:15,10:45,1:30,2,
C18: Speech-based Interaction 1/2,0,0,E7,6,09:15,10:45,1:30,2,
Day Captain,0,0,"",7,07:00,12:30,5:30,2,
Day Captain,0,0,"",7,12:00,18:00,6:00,2,
Registration,0,0,Hall D1 Foyer - Registration,7,07:45,09:30,1:45,2,
Registration,0,0,Hall D1 Foyer - Registration,7,09:30,12:00,2:30,2,
Registration,0,0,Hall D1 Foyer - Registration,7,12:00,14:30,2:30,2,
Registration,0,0,Hall D1 Foyer - Registration,7,14:30,16:00,1:30,2,
Speaker Prep Room,0,0,306 - Assist presenters with set-up of presentation; security in the room. (equipment should not be left unattended.  The door should be locked if no one is in the room.),7,08:00,11:00,3:00,1,
Speaker Prep Room,0,0,306 - Assist presenters with set-up of presentation; security in the room. (equipment should not be left unattended.  The door should be locked if no one is in the room.),7,11:00,13:00,2:00,1,
Speaker Prep Room,0,0,306 - Assist presenters with set-up of presentation; security in the room. (equipment should not be left unattended.  The door should be locked if no one is in the room.),7,13:00,14:00,1:00,1,
Information Booth,0,0,"Hall C2/C3 - Assist participants with directions and questions, collect job board resumes",7,10:30,12:00,1:30,1,
Information Booth,0,0,"Hall C2/C3 - Assist participants with directions and questions, collect job board resumes",7,12:00,13:30,1:30,1,
Plenary Team Captain,0,0,Hall D1,7,08:00,10:00,2:00,1,
Plenary Team,0,0,Hall D1,7,08:00,09:30,1:30,4,
Plenary Team Captain,0,0,Hall D1,7,14:00,17:30,3:30,2,
Plenary Team,0,0,Hall D1,7,15:30,17:30,2:00,4,
Door Monitor (Commons & Exhibits),0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,7,10:00,12:00,2:00,3,
Door Monitor (Commons & Exhibits),0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,7,12:00,13:30,1:30,3,
Traffic Cop,0,0,Hall C2/C3 - Assist interactivity presenters with setting up their demos. Report to Julie Williamson.,7,08:00,09:30,1:30,4,
Traffic Cop,0,0,Hall C2/C3 - Assist interactivity presenters with setting up their demos. Report to Julie Williamson.,7,11:15,12:45,1:30,4,
Traffic Cop,0,0,Hall C2/C3 - Assist interactivity presenters with setting up their demos. Report to Julie Williamson.,7,14:15,15:45,1:30,4,
Quick Response,0,0,301,7,07:30,10:00,2:30,6,
Quick Response,0,0,301,7,10:00,12:00,2:00,6,
Quick Response,0,0,301,7,12:00,14:00,2:00,6,
Quick Response,0,0,301,7,14:00,16:00,2:00,10,
Quick Response,0,0,301,7,17:15,18:15,1:00,6,
Floor Monitor,0,0,"",7,08:45,11:00,2:15,4,
Floor Monitor,0,0,"",7,10:30,13:00,2:30,4,
Floor Monitor,0,0,"",7,13:00,15:30,2:30,4,
Floor Monitor,0,0,"",7,15:30,18:00,2:30,2,
Translation (EN Needed),0,0,E3 - Assist translation team,7,08:15,10:30,2:15,1,
Translation (EN Needed),0,0,E3 - Assist translation team,7,09:15,11:30,2:15,1,
Translation (EN Needed),0,0,E3 - Assist translation team,7,11:15,13:30,2:15,1,
Translation (EN Needed),0,0,E3 - Assist translation team,7,14:15,16:30,2:15,1,
Translation (EN Needed),0,0,E3 - Assist translation team,7,16:15,18:30,2:15,1,
Translation (KR Needed),0,0,E3 - Assist translation team,7,08:15,10:30,2:15,1,
Translation (KR Needed),0,0,E3 - Assist translation team,7,09:15,11:30,2:15,1,
Translation (KR Needed),0,0,E3 - Assist translation team,7,11:15,13:30,2:15,1,
Translation (KR Needed),0,0,E3 - Assist translation team,7,14:15,16:30,2:15,1,
Translation (KR Needed),0,0,E3 - Assist translation team,7,16:15,18:30,2:15,1,
Translation (CH Needed),0,0,E3 - Assist translation team,7,08:15,10:30,2:15,1,
Translation (CH Needed),0,0,E3 - Assist translation team,7,09:15,11:30,2:15,1,
Translation (CH Needed),0,0,E3 - Assist translation team,7,11:15,13:30,2:15,1,
Translation (CH Needed),0,0,E3 - Assist translation team,7,14:15,16:30,2:15,1,
Translation (CH Needed),0,0,E3 - Assist translation team,7,16:15,18:30,2:15,1,
Translation (JP Needed),0,0,E3 - Assist translation team,7,08:15,10:30,2:15,1,
Translation (JP Needed),0,0,E3 - Assist translation team,7,09:15,11:30,2:15,1,
Translation (JP Needed),0,0,E3 - Assist translation team,7,11:15,13:30,2:15,1,
Translation (JP Needed),0,0,E3 - Assist translation team,7,14:15,16:30,2:15,1,
Translation (JP Needed),0,0,E3 - Assist translation team,7,16:15,18:30,2:15,1,
Exhibit Hall & Interactivity Teardown,0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,7,14:00,16:00,2:00,3,
Exhibit Hall & Interactivity Teardown,0,0,Hall C2/C3 - Check for badges and tickets at door; direct people without badges around to registration,7,16:00,18:00,2:00,3,
Paper Desk,0,0,Registration Desk,7,14:00,16:00,2:00,1,
Conference Office (KR Needed),0,0,304AB - Help set up conference office - probably runnning offsite errands (wear comfy shoes).  Needs to be fluent in English and Korean.,7,07:30,10:00,2:30,1,
Conference Office (KR Needed),0,0,304AB - Help set up conference office - probably runnning offsite errands (wear comfy shoes).  Needs to be fluent in English and Korean.,7,10:00,12:00,2:00,1,
Conference Office (KR Needed),0,0,304AB - Help set up conference office - probably runnning offsite errands (wear comfy shoes).  Needs to be fluent in English and Korean.,7,12:00,14:00,2:00,1,
Papers: Augmented & Virtual Reality in the Real World,0,0,401,7,09:15,10:45,1:30,2,
Papers: Gesture Elicitation & Recognition,0,0,402,7,09:15,10:45,1:30,2,
Papers: Programming Environments,0,0,403,7,09:15,10:45,1:30,2,
"Papers: Digital Collections, Practice & Legacy",0,0,E1/E2,7,09:15,10:45,1:30,2,
Papers: Multilingual Communication,0,0,E3,7,09:15,10:45,1:30,2,
Papers: Enpowering Users,0,0,E4,7,09:15,10:45,1:30,2,
Papers: Accessibility for Vision Impaired Users,0,0,E5,7,09:15,10:45,1:30,2,
Papers: Interactive & Multi-Surface Maps,0,0,E6,7,09:15,10:45,1:30,2,
C25: Interaction Design for Reading Devices,0,0,E7,7,09:15,10:45,1:30,2,
Panel: Mobile Devices Revolutionizing UI,0,0,307,7,09:15,10:45,1:30,2,
Case Studies: Observation & Interaction,0,0,308,7,09:15,10:45,1:30,2,
C24: Vision-Driven: Beyong Tangible Bits,0,0,317BC,7,09:15,10:45,1:30,2,
C26: Introduction to Positive Computing,0,0,318BC,7,09:15,10:45,1:30,2,
Papers: Robot Personalities,0,0,401,7,11:15,12:45,1:30,2,
Papers: Mid-Air Gestures and Interaction,0,0,402,7,11:15,12:45,1:30,2,
Papers: MOOCS & e-Learning,0,0,403,7,11:15,12:45,1:30,2,
Papers: Understanding Gamers,0,0,E1/E2,7,11:15,12:45,1:30,2,
Papers: Bridging Communities,0,0,E3,7,11:15,12:45,1:30,2,
Papers: Gender & Technology,0,0,E4,7,11:15,12:45,1:30,2,
Papers: Coping & Wellbeing Through HCI,0,0,E5,7,11:15,12:45,1:30,2,
Papers: Interacting with Floors & Situated Displays,0,0,E6,7,11:15,12:45,1:30,2,
C28: Benefit from Using ISO Standards,0,0,E7,7,11:15,12:45,1:30,2,
Panel: Why Google Cannot Be the # 1 in Korea?,0,0,307,7,11:15,12:45,1:30,2,
alt.chi: Mindfulness and Care,0,0,308,7,11:15,12:45,1:30,2,
C27: Designing with the Mind in Mind,0,0,317BC,7,11:15,12:45,1:30,2,
SIG: Virtual PC,0,0,318A,7,11:15,12:45,1:30,1,
Papers: Multi-Device Interaction,0,0,401,7,14:15,15:45,1:30,2,
Papers: Speech & Auditory Interfaces,0,0,402,7,14:15,15:45,1:30,2,
Papers: Email & Social Media at Work,0,0,403,7,14:15,15:45,1:30,2,
Papers: Understanding & Protecting Kids Tech Use,0,0,E1/E2,7,14:15,15:45,1:30,2,
Papers: Social Media & Citizen Science,0,0,E3,7,14:15,15:45,1:30,2,
Papers: Disasters & Humanitarian Events,0,0,E4,7,14:15,15:45,1:30,2,
Papers: Home Physiotherapy & Rehabilitation,0,0,E5,7,14:15,15:45,1:30,2,
Papers: Interaction Techniques for Tables & Walls,0,0,E6,7,14:15,15:45,1:30,2,
Papers: Interacting with GUIs,0,0,307,7,14:15,15:45,1:30,2,
Case Studies: Special Environments,0,0,308,7,14:15,15:45,1:30,2,
Video: D1 (Plenary),0,0,"Pick-up the station in the conference office by the start of your shift, 30min before the session starts. Make sure the station is setup and tested at least 10min before the session starts so you can start recording on time. Remember, you will not be setting up a camera, but connecting to the professional video feed. At the end of the session, pack up the station and return it to the conference office",7,08:00,09:30,1:30,1,
Video: 401 (Augmented & Virtual Reality in the Real World),0,0,"Pick-up the station in the conference office by the start of your shift, 30min before the session starts. Make sure the station is setup and tested at least 10min before the session starts so you can start recording on time. Do not record the 3rd talk.",7,09:00,10:45,1:45,1,
Video: 402 (Gesture Elicitation & Recognition),0,0,"Pick-up the station in the conference office by the start of your shift, 30min before the session starts. Make sure the station is setup and tested at least 10min before the session starts so you can start recording on time.",7,09:00,10:45,1:45,1,
Video: 307 (Mobile Devices Revolutionizing UI),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. You will not need to setup the station. You will need to get release forms signed by all speakers at this session.,7,09:00,10:45,1:45,1,
Video: 401 (Robot Personalities),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. You will not need to setup the station.,7,11:15,12:45,1:30,1,
Video: 402 (Mid-Air Gestures and Interaction),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. You will not need to setup the station.,7,11:15,12:45,1:30,1,
Video: E6 (Interacting with Floors Situated Displays),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. You will not need to setup the station.,7,11:15,12:45,1:30,1,
Video: 307 (Why Google Cannot be the #1 in Korea?),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. You will not need to setup the station. You will need to get release forms signed by all speakers at this session.,7,11:15,12:45,1:30,1,
Video: 401 (Multi-Device Interaction),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. Do not record the 2nd talk. At the end of the session you need to pack up the station and return it to the conference office.,7,14:15,16:00,1:45,1,
Video: 402 (Speech & Auditory Interfaces),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. At the end of the session you need to pack up the station and return it to the conference office.,7,14:15,16:00,1:45,1,
Video: E6 (Interaction Techniques for Tables & Walls),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. At the end of the session you need to pack up the station and meet the SV who will be setting it up in D1 for the next shift.,7,14:15,16:00,1:45,1,
Video: 307 (Interacting with GUIs),0,0,Report to the room 15min before the session starts to test the system and start the recording on time. At the end of the session you need to pack up the station and make sure it gets to the SV who will be videoing the plenary in D1.,7,14:15,16:00,1:45,1,
Video: D1 (Closing Plenary),0,0,"Pick-up the station from the SV in E6 by the start of your shift, 30min before the session starts. Make sure the station is setup and tested at least 10min before the session starts so you can start recording on time. Remember, you will not be setting up a camera, but connecting to the professional video feed. At the end of the session, pack up the station and return it to the conference office.",7,16:00,18:00,2:00,1,
